0.77
(547.15, 312.53)
(547.79, 313.30)
(548.43, 314.07)
(549.07, 314.84)
(549.71, 315.61)
(550.34, 316.38)
(550.98, 317.15)
(551.62, 317.92)
(552.26, 318.69)
(552.90, 319.46)
(553.54, 320.23)
(554.17, 321.00)
(554.81, 321.77)
(555.45, 322.54)
(556.09, 323.31)
(556.73, 324.08)
(557.36, 324.85)
(558.00, 325.62)
(558.64, 326.38)
(559.28, 327.15)
(559.92, 327.92)
(560.56, 328.69)
(561.19, 329.46)
(561.83, 330.23)
(562.47, 331.00)
(563.11, 331.77)
(563.75, 332.54)
(564.39, 333.31)
(565.02, 334.08)
(565.66, 334.85)
(566.30, 335.62)
(566.94, 336.39)
(567.58, 337.16)
(568.22, 337.93)
(568.85, 338.70)
(569.49, 339.47)
(570.13, 340.24)
(570.77, 341.01)
(571.41, 341.78)
(572.05, 342.55)
(572.68, 343.32)
(573.32, 344.09)
(573.96, 344.86)
(574.60, 345.63)
(575.24, 346.40)
(575.88, 347.17)
(576.51, 347.94)
(577.15, 348.71)
(577.79, 349.48)
(578.43, 350.25)
(579.07, 351.02)
(579.71, 351.79)
(580.34, 352.56)
(580.98, 353.33)
(581.62, 354.10)
(582.26, 354.87)
(582.90, 355.64)
(583.54, 356.41)
(584.17, 357.18)
(584.81, 357.95)
(585.45, 358.72)
(586.09, 359.49)
(586.73, 360.25)
(587.37, 361.02)
(588.00, 361.79)
(588.64, 362.56)
(589.28, 363.33)
(589.92, 364.10)
(590.56, 364.87)
(591.20, 365.64)
(591.83, 366.41)
(592.47, 367.18)
(593.11, 367.95)
(593.75, 368.72)
(594.39, 369.49)
(595.03, 370.26)
(595.66, 371.03)
(596.30, 371.80)
(596.94, 372.57)
(597.58, 373.34)
(598.22, 374.11)
(598.85, 374.88)
(599.49, 375.65)
(600.13, 376.42)
(600.77, 377.19)
(601.41, 377.96)
(602.05, 378.73)
(602.68, 379.50)
(603.32, 380.27)
(603.96, 381.04)
(604.60, 381.81)
(605.24, 382.58)
(605.88, 383.35)
(606.51, 384.12)
(607.15, 384.89)
(607.79, 385.66)
(608.43, 386.43)
(609.07, 387.20)
(609.71, 387.97)
(610.34, 388.74)
(610.98, 389.51)
(611.62, 390.28)
(612.26, 391.05)
(612.90, 391.82)
(613.54, 392.59)
(614.17, 393.36)
(614.81, 394.13)
(615.45, 394.89)
(616.09, 395.66)
(616.73, 396.43)
(617.37, 397.20)
(618.00, 397.97)
(618.64, 398.74)
(619.28, 399.51)
(619.92, 400.28)
(620.56, 401.05)
(621.20, 401.82)
(621.83, 402.59)
(622.47, 403.36)
(623.11, 404.13)
(623.75, 404.90)
(624.39, 405.67)
(625.03, 406.44)
(625.66, 407.21)
(626.30, 407.98)
(626.94, 408.75)
(627.58, 409.52)
(628.22, 410.29)
(628.86, 411.06)
(629.49, 411.83)
(630.13, 412.60)
(630.77, 413.37)
(631.41, 414.14)
(632.05, 414.91)
(632.69, 415.68)
(633.32, 416.45)
(633.96, 417.22)
(634.60, 417.99)
(635.24, 418.76)
(635.88, 419.53)
(636.51, 420.30)
(637.15, 421.07)
(637.79, 421.84)
(638.43, 422.61)
(639.07, 423.38)
(639.71, 424.15)
(640.34, 424.92)
(640.98, 425.69)
(641.62, 426.46)
(642.26, 427.23)
(642.90, 428.00)
(643.54, 428.76)
(644.17, 429.53)
(644.81, 430.30)
(645.45, 431.07)
(646.09, 431.84)
(646.73, 432.61)
(647.37, 433.38)
(648.00, 434.15)
(648.64, 434.92)
(649.28, 435.69)
(649.92, 436.46)
(650.56, 437.23)
(651.20, 438.00)
(651.83, 438.77)
(652.47, 439.54)
(653.11, 440.31)
(653.75, 441.08)
(654.39, 441.85)
(655.03, 442.62)
(655.66, 443.39)
(656.30, 444.16)
(656.94, 444.93)
(657.58, 445.70)
(658.22, 446.47)
(658.86, 447.24)
(659.49, 448.01)
(660.13, 448.78)
(660.77, 449.55)
(661.41, 450.32)
(662.05, 451.09)
(662.69, 451.86)
(663.32, 452.63)
(663.96, 453.40)
(664.60, 454.17)
(665.24, 454.94)
(665.88, 455.71)
(666.52, 456.48)
(667.15, 457.25)
(667.79, 458.02)
(668.43, 458.79)
(669.07, 459.56)
(669.71, 460.33)
(670.35, 461.10)
(670.98, 461.87)
(671.62, 462.64)
(672.26, 463.40)
(672.90, 464.17)
(673.54, 464.94)
(674.17, 465.71)
(674.81, 466.48)
(675.45, 467.25)
(676.09, 468.02)
(676.73, 468.79)
(677.37, 469.56)
(678.00, 470.33)
(678.64, 471.10)
(679.28, 471.87)
(679.92, 472.64)
(680.56, 473.41)
(681.20, 474.18)
(681.83, 474.95)
(682.47, 475.72)
(683.11, 476.49)
(683.75, 477.26)
(684.39, 478.03)
(685.03, 478.80)
(685.66, 479.57)
(686.30, 480.34)
(686.94, 481.11)
(687.58, 481.88)
(688.22, 482.65)
(688.86, 483.42)
(689.49, 484.19)
(690.13, 484.96)
(690.77, 485.73)
(691.41, 486.50)
(692.05, 487.27)
(692.69, 488.04)
(693.32, 488.81)
(693.96, 489.58)
(694.60, 490.35)
(695.24, 491.12)
(695.88, 491.89)
(696.52, 492.66)
(697.15, 493.43)
(697.79, 494.20)
(698.43, 494.97)
(699.07, 495.74)
(699.71, 496.51)
(700.35, 497.27)
(700.98, 498.04)
(701.62, 498.81)
(702.26, 499.58)
(702.90, 500.35)
(703.54, 501.12)
(704.18, 501.89)
(704.81, 502.66)
(705.45, 503.43)
(706.09, 504.20)
(706.73, 504.97)
(707.37, 505.74)
(708.01, 506.51)
(708.64, 507.28)
(709.28, 508.05)
(709.92, 508.82)
(710.56, 509.59)
(711.20, 510.36)
(711.83, 511.13)
(712.47, 511.90)
(713.11, 512.67)
(713.75, 513.44)
(714.39, 514.21)
(715.03, 514.98)
(715.66, 515.75)
(716.30, 516.52)
(716.94, 517.29)
(717.58, 518.06)
(718.22, 518.83)
(718.86, 519.60)
(719.49, 520.37)
(720.13, 521.14)
(720.77, 521.91)
(721.41, 522.68)
(722.05, 523.45)
(722.69, 524.22)
(723.32, 524.99)
(723.96, 525.76)
(724.60, 526.53)
(725.24, 527.30)
(725.88, 528.07)
(726.52, 528.84)
(727.15, 529.61)
(727.79, 530.38)
(728.43, 531.15)
(729.07, 531.91)
(729.71, 532.68)
(730.35, 533.45)
(730.98, 534.22)
(731.62, 534.99)
(732.26, 535.76)
(732.90, 536.53)
(733.54, 537.30)
(734.18, 538.07)
(734.81, 538.84)
(735.45, 539.61)
(736.09, 540.38)
(736.73, 541.15)
(737.37, 541.92)
(738.01, 542.69)
(738.64, 543.46)
(739.28, 544.23)
(739.92, 545.00)
(740.56, 545.77)
(741.20, 546.54)
(741.84, 547.31)
(742.47, 548.08)
(743.11, 548.85)
(743.75, 549.62)
(744.39, 550.39)
(745.03, 551.16)
(745.67, 551.93)
(746.30, 552.70)
(746.94, 553.47)
(747.58, 554.24)
(748.22, 555.01)
(748.86, 555.78)
(749.50, 556.55)
(750.13, 557.32)
(750.77, 558.09)
(751.41, 558.86)
(752.05, 559.63)
(752.69, 560.40)
(753.32, 561.17)
(753.96, 561.94)
(754.60, 562.71)
(755.24, 563.48)
(755.88, 564.25)
(756.52, 565.02)
(757.15, 565.79)
(757.79, 566.55)
(758.43, 567.32)
(759.07, 568.09)
(759.71, 568.86)
(760.35, 569.63)
(760.98, 570.40)
(761.62, 571.17)
(762.26, 571.94)
(762.90, 572.71)
(763.54, 573.48)
(764.18, 574.25)
(764.81, 575.02)
(765.45, 575.79)
(766.09, 576.56)
(766.73, 577.33)
(767.37, 578.10)
(768.01, 578.87)
(768.64, 579.64)
(769.28, 580.41)
(769.92, 581.18)
(770.56, 581.95)
(771.20, 582.72)
(771.84, 583.49)
(772.47, 584.26)
(773.11, 585.03)
(773.75, 585.80)
(774.39, 586.57)
(775.03, 587.34)
(775.67, 588.11)
(776.30, 588.88)
(776.94, 589.65)
(777.58, 590.42)
(778.22, 591.19)
(778.86, 591.96)
(779.50, 592.73)
(780.13, 593.50)
(780.77, 594.27)
(781.41, 595.04)
(782.05, 595.81)
(782.69, 596.58)
(783.33, 597.35)
(783.96, 598.12)
(784.60, 598.89)
(785.24, 599.66)
(785.88, 600.42)
(786.52, 601.19)
(787.16, 601.96)
(787.79, 602.73)
(788.43, 603.50)
(789.07, 604.27)
(789.71, 605.04)
(790.35, 605.81)
(790.98, 606.58)
(791.62, 607.35)
(792.26, 608.12)
(792.90, 608.89)
(793.54, 609.66)
(794.18, 610.43)
(794.81, 611.20)
(795.45, 611.97)
(796.09, 612.74)
(796.73, 613.51)
(797.37, 614.28)
(798.01, 615.05)
(798.64, 615.82)
(799.28, 616.59)
(799.92, 617.36)
(800.56, 618.13)
(801.20, 618.90)
(801.84, 619.67)
(802.47, 620.44)
(803.11, 621.21)
(803.75, 621.98)
(804.39, 622.75)
(805.03, 623.52)
(805.67, 624.29)
(806.30, 625.06)
(806.94, 625.83)
(807.58, 626.60)
(808.22, 627.37)
(808.86, 628.14)
(809.50, 628.91)
(810.13, 629.68)
(810.77, 630.45)
(811.41, 631.22)
(812.05, 631.99)
(812.69, 632.76)
(813.33, 633.53)
(813.96, 634.30)
(814.60, 635.06)
(815.24, 635.83)
(815.88, 636.60)
(816.52, 637.37)
(817.16, 638.14)
(817.79, 638.91)
(818.43, 639.68)
(819.07, 640.45)
(819.71, 641.22)
(820.35, 641.99)
(820.99, 642.76)
(821.62, 643.53)
(822.26, 644.30)
(822.90, 645.07)
(823.54, 645.84)
(824.18, 646.61)
(824.82, 647.38)
(825.45, 648.15)
(826.09, 648.92)
(826.73, 649.69)
(827.37, 650.46)
(828.01, 651.23)
(828.64, 652.00)
(829.28, 652.77)
(829.92, 653.54)
(830.56, 654.31)
(831.20, 655.08)
(831.84, 655.85)
(832.47, 656.62)
(833.11, 657.39)
(833.75, 658.16)
(834.39, 658.93)
(835.03, 659.70)
(835.67, 660.47)
(836.30, 661.24)
(836.94, 662.01)
(837.58, 662.78)
(838.22, 663.55)
(838.86, 664.32)
(839.50, 665.09)
(840.13, 665.86)
(840.77, 666.63)
(841.41, 667.40)
(842.05, 668.17)
(842.69, 668.93)
(843.33, 669.70)
(843.96, 670.47)
(844.60, 671.24)
(845.24, 672.01)
(845.88, 672.78)
(846.52, 673.55)
(847.16, 674.32)
(847.79, 675.09)
(848.43, 675.86)
(849.07, 676.63)
(849.71, 677.40)
(850.35, 678.17)
(850.99, 678.94)
(851.62, 679.71)
(852.26, 680.48)
(852.90, 681.25)
(853.54, 682.02)
(854.18, 682.79)
(854.82, 683.56)
(855.45, 684.33)
(856.09, 685.10)
(856.73, 685.87)
(857.37, 686.64)
(858.01, 687.41)
(858.65, 688.18)
(859.28, 688.95)
(859.92, 689.72)
(860.56, 690.49)
(861.20, 691.26)
(861.84, 692.03)
(862.48, 692.80)
(863.11, 693.57)
(863.75, 694.34)
(864.39, 695.11)
(865.03, 695.88)
(865.67, 696.65)
(866.30, 697.42)
(866.94, 698.19)
(867.58, 698.96)
(868.22, 699.73)
(868.86, 700.50)
(869.50, 701.27)
(870.13, 702.04)
(870.77, 702.81)
(871.41, 703.57)
(872.05, 704.34)
(872.69, 705.11)
(873.33, 705.88)
(873.96, 706.65)
(874.60, 707.42)
(875.24, 708.19)
(875.88, 708.96)
(876.52, 709.73)
(877.16, 710.50)
(877.79, 711.27)
(878.43, 712.04)
(879.07, 712.81)
(879.71, 713.58)
